,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
3,92,DEN,Jeff Heuerman\HeueJe00,TE,22,2019,0,0,2,5,5,51,0,0,0,0,0,0,0,0,63,678,5,,,,Ohio St.,College Stats
3,93,IND,Henry Anderson\AndeHe00,DE,24,2019,0,0,3,19,9,58,0,0,0,0,0,0,0,0,0,0,0,79,,11.0,Stanford,College Stats
3,94,GNB,Ty Montgomery\MontTy01,WR,22,2019,0,0,0,15,13,58,0,0,0,0,0,224,1035,7,120,982,3,2,,,Stanford,College Stats
3,95,WAS,Matt Jones\JoneMa04,RB,22,2017,0,0,0,10,10,25,0,0,0,0,0,248,964,6,27,377,1,,,,Florida,College Stats
3,96,CLE,Xavier Cooper\CoopXa00,DT,23,2017,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,29,,3.0,Washington St.,College Stats
3,97,NWE,Geneo Grissom\GrisGe00,DE,23,2018,0,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,Oklahoma,College Stats
3,98,KAN,Steven Nelson\NelsSt01,CB,22,2019,0,0,3,18,12,67,0,0,0,0,0,0,0,0,0,0,0,210,5,,Oregon St.,College Stats
3,99,CIN,Paul Dawson\DawsPa00,ILB,22,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,10,,,TCU,College Stats
4,100,TEN,Angelo Blackson\BlacAn00,DT,22,2019,0,0,1,13,3,69,0,0,0,0,0,0,0,0,0,0,0,49,,3.5,Auburn,
4,101,NWE,Trey Flowers\FlowTr00,DE,22,2019,0,0,3,30,24,61,0,0,0,0,0,0,0,0,0,0,0,133,,28.0,Arkansas,College Stats
4,102,CAR,Daryl Williams\WillDa06,G,23,2019,0,0,3,25,25,56,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
4,103,NYJ,Bryce Petty\PettBr01,QB,24,2017,0,0,0,4,4,10,130,245,1353,4,10,12,74,0,0,0,0,,,,Baylor,College Stats
4,104,JAX,James Sample\SampJa00,S,23,2015,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,,Louisville,College Stats
4,105,WAS,Jamison Crowder\CrowJa00,WR,22,2019,0,0,2,25,20,72,0,1,0,0,0,16,68,0,299,3461,20,1,,,Duke,College Stats
4,106,CHI,Jeremy Langford\LangJe00,RB,23,2018,0,0,0,8,8,29,0,0,0,0,0,219,762,10,41,421,1,2,,,Michigan St.,College Stats
4,107,ATL,Justin Hardy\HardJu00,WR,23,2019,0,0,0,8,8,73,0,0,0,0,0,0,0,0,95,946,9,5,,,East Carolina,College Stats
4,108,TEN,Jalston Fowler\FowlJa00,FB,25,2017,0,0,0,0,0,42,0,0,0,0,0,10,20,2,6,58,1,6,,,Alabama,College Stats
4,109,IND,Clayton Geathers\GeatCl00,S,23,2019,0,0,3,12,12,56,0,0,0,0,0,0,0,0,0,0,0,183,1,,Central Florida,College Stats
4,110,MIN,T.J. Clemmings\ClemT.00,T,23,2018,0,0,2,15,14,41,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,College Stats
4,111,NWE,Tre' Jackson\JackTr00,G,22,2015,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
4,112,WAS,Arie Kouandjio\KouaAr00,G,23,2017,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
4,113,DET,Gabe Wright\WrigGa00,DT,23,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,,Auburn,College Stats
4,114,MIA,Jamil Douglas\DougJa00,G,23,2019,0,0,0,6,3,32,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.,College Stats
4,115,CLE,Ibraheim Campbell\CampIb00,S,23,2019,0,0,0,6,5,53,0,0,0,0,0,0,0,0,0,0,0,85,,,Northwestern,College Stats
4,116,ARI,Rodney Gunter\GuntRo00,DT,23,2019,0,0,3,20,20,77,0,0,0,0,0,0,0,0,0,0,0,86,,11.0,Delaware St.,
4,117,SFO,Blake Bell\BellBl00,TE,24,2019,0,0,0,3,2,65,0,0,0,0,0,0,0,0,38,424,0,7,,,Oklahoma,College Stats
4,118,KAN,Ramik Wilson\WilsRa00,ILB,23,2019,0,0,1,14,12,47,0,0,0,0,0,0,0,0,0,0,0,114,1,,Georgia,College Stats
4,119,STL,Andrew Donnal\DonnAn00,T,23,2019,0,0,0,4,3,31,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
4,120,CIN,Josh Shaw\ShawJo00,CB,23,2018,0,0,1,7,7,55,0,0,0,0,0,0,0,0,0,0,0,95,1,,USC,College Stats
4,121,PIT,Doran Grant\GranDo00,CB,22,2015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
4,122,BAL,Za'Darius Smith\SmitZa00,DE,22,2019,0,1,1,25,13,74,0,0,0,0,0,0,0,0,0,0,0,112,,32.0,Kentucky,College Stats
4,123,CLE,Vince Mayle\MaylVi00,WR,24,2017,0,0,0,0,,23,0,0,0,0,0,2,2,1,0,0,0,9,,,Washington St.,College Stats
4,124,TAM,Kwon Alexander\AlexKw00,OLB,21,2019,0,1,4,27,24,54,0,0,0,0,0,0,0,0,0,0,0,293,7,7.5,LSU,College Stats
4,125,BAL,Javorius Allen\AlleJa01,RB,24,2019,0,0,0,14,14,64,0,0,0,0,0,350,1285,9,130,823,6,11,,,USC,College Stats
4,126,SFO,Mike Davis\DaviMi01,RB,22,2019,0,0,0,10,1,47,0,0,0,0,0,247,889,5,66,430,1,2,,,South Carolina,College Stats
4,127,DAL,Damien Wilson\WilsDa02,ILB,22,2019,0,0,2,18,11,80,0,0,0,0,0,0,0,0,0,0,0,138,,4.0,Minnesota,College Stats
4,128,OAK,Jon Feliciano\FeliJo00,G,23,2019,0,0,1,11,5,64,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),College Stats
4,129,GNB,Jake Ryan\RyanJa00,OLB,23,2019,0,0,2,14,14,45,0,0,0,0,0,0,0,0,0,0,0,144,,1.0,Michigan,College Stats
4,130,SEA,Terry Poole\PoolTe00,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats
4,131,NWE,Shaq Mason\MasoSh01,C,22,2019,0,0,5,35,35,75,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech,College Stats
4,132,SFO,DeAndre Smelter\SmelDe00,WR,23,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,23,0,,,,Georgia Tech,
4,133,DEN,Max Garcia\GarcMa00,C,23,2019,0,0,2,17,16,63,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
4,134,SEA,Mark Glowinski\GlowMa00,G,23,2019,0,0,3,19,8,62,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia,College Stats
4,135,CIN,Marcus Hardison\HardMa00,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,College Stats
4,136,BAL,Tray Walker\WalkTr00,CB,23,2015,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Texas Southern,
5,137,ATL,Grady Jarrett\JarrGr00,NT,22,2019,0,1,4,32,32,77,0,0,0,0,0,0,0,0,0,0,0,133,,21.5,Clemson,College Stats
5,138,TEN,David Cobb\CobbDa00,RB,22,2015,0,0,0,1,1,7,0,0,0,0,0,52,146,1,1,-2,0,,,,Minnesota,College Stats
5,139,JAX,Rashad Greene\GreeRa00,WR,22,2018,0,0,0,2,2,25,0,0,0,0,0,0,0,0,30,185,2,,,,Florida St.,College Stats
5,140,OAK,Ben Heeney\HeenBe00,ILB,23,2017,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,44,,2.5,Kansas,College Stats
5,141,WAS,Martrell Spaight\SpaiMa00,OLB,22,2018,0,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,68,1,,Arkansas,College Stats
5,142,CHI,Adrian Amos\AmosAd00,S,22,2019,0,0,5,25,19,76,0,0,0,0,0,0,0,0,0,0,0,303,5,3.0,Penn St.,College Stats
5,143,MIN,MyCole Pruitt\PruiMy00,TE,23,2019,0,0,1,3,1,52,0,0,0,0,0,0,0,0,27,294,2,4,,,Southern Illinois,
5,144,NYG,Mykkele Thompson\ThomMy00,S,22,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,
5,145,MIA,Bobby McCain\McCaBo01,CB,22,2019,0,0,2,15,15,71,0,0,0,0,0,0,0,0,0,0,0,161,6,4.0,Memphis,College Stats
5,146,MIN,Stefon Diggs\DiggSt00,WR,21,2019,0,0,5,40,40,70,0,1,0,0,0,29,159,0,365,4623,30,,,,Maryland,College Stats
5,147,GNB,Brett Hundley\HundBr00,QB,22,2019,0,0,1,5,5,18,199,337,1902,9,13,46,309,2,1,10,0,,,,UCLA,College Stats
5,148,NOR,Davis Tull\TullDa00,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Tenn-Chattanooga,
5,149,MIA,Jay Ajayi\AjayJa00,RB,22,2019,0,1,1,19,14,45,0,0,0,0,0,572,2546,13,63,419,1,,,,Boise St.,College Stats
5,150,MIA,Cedric Thompson\ThomCe00,S,22,,0,0,0,,,,,,,,,,,,,,,,,,Minnesota,
5,151,IND,David Parry\ParrDa00,NT,23,2018,0,0,2,13,13,36,0,0,0,0,0,0,0,0,0,0,0,52,,5.0,Stanford,
5,152,NYJ,Jarvis Harrison\HarrJa02,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,College Stats
5,153,SDG,Kyle Emanuel\EmanKy00,OLB,24,2018,0,0,2,17,17,63,0,0,0,0,0,0,0,0,0,0,0,94,2,4.0,North Dakota St.,
